记录编号,建筑面积,朝向,楼层,装修,电梯,建筑结构,建筑类别,区域,学校,总价,单价,房龄,室,厅,卫
SH90462,157.9平米,南北,高层,精装修,有 ,平层,板楼,城关,附件无学校,320.0万,20266.0,18.0,3,2,2
SH90463,91.22平米,南北,中层,简装修,无 ,平层,板楼,安宁,附件无学校,100.0万,10963.0,18.0,2,2,2
SH90469,114.1平米,南北,低层,中装修,有 ,平层,板楼,城关,附件无学校,104.0万,9115.0,19.0,2,2,1
SH90470,140平米,南,高层,精装修,有 ,平层,钢混,安宁,附件有学校,190.0万,13571.0,16.0,3,2,1
SH90473,58.9平米,南北,低层,暂无,有 ,平层,砖混,安宁,附件无学校,68.0万,11545.0,24.0,2,1,1
SH90474,103平米,南,低层,精装修,无 ,平层,板楼,安宁,附件有学校,165.0万,16019.0,13.0,2,2,1
SH97567,175平米,南北,中层,毛坯,有 ,平层,板楼,城关,附件无学校,263.0万,15029.0,2.0,3,2,2
SH90476,105平米,南北,中层,精装修,有 ,平层,钢混,城关,附件有学校,155.0万,14762.0,18.0,2,2,1
SH90479,132.81平米,南北,中层,精装修,无 ,平层,砖混,城关,附件有学校,189.0万,14231.0,6.0,3,2,2
SH90480,82平米,南,低层,简装修,有 ,平层,板楼,安宁,附件无学校,130.0万,15854.0,7.0,2,2,1
SH90484,360平米,南北,中层,毛坯,有 ,复式,板楼,安宁,附件无学校,620.0万,17222.0,2.0,5,3,4
SH90485,97平米,南北,中层,毛坯,无 ,平层,板楼,安宁,附件无学校,95.0万,9794.0,18.0,2,2,2
SH90489,85平米,南北,中层,简装修,无 ,平层,板楼,城关,附件有学校,116.0万,13647.0,24.0,2,2,1
SH90494,65平米,东,高层,精装修,无 ,平层,钢混,城关,附件无学校,62.0万,9538.0,22.0,2,0,1
SH90495,59平米,东西,中层,简装修,无 ,平层,板楼,城关,附件有学校,68.0万,11525.0,18.0,2,1,1
SH90497,91.07平米,西南,高层,简装修,有 ,平层,板楼,城关,附件无学校,105.0万,11530.0,10.0,2,2,1
SH90499,92平米,西南,低层,精装修,有 ,平层,板楼,城关,附件有学校,128.0万,13913.0,22.0,2,2,1
SH90501,60.47平米,南北,高层,精装修,无 ,平层,钢混,七里河,附件有学校,84.0万,13891.0,24.0,2,1,1
SH90502,149.6平米,南北,中层,精装修,无 ,平层,钢混,七里河,附件有学校,256.5万,17146.0,17.0,3,2,2
SH90505,78平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,150.0万,19231.0,20.0,2,2,1
SH90506,96平米,南,高层,精装修,有 ,平层,塔楼,城关,附件有学校,125.0万,13021.0,6.0,2,2,1
SH90509,93.49平米,南北,中层,简装修,有 ,平层,板楼,城关,附件无学校,128.0万,13691.0,8.0,2,2,1
SH90511,106平米,南北,高层,简装修,无 ,平层,钢混,七里河,附件有学校,105.0万,9906.0,16.0,2,2,1
SH90514,80平米,西北,高层,暂无,无 ,平层,板楼,城关,附件有学校,83.0万,10375.0,18.0,2,2,1
SH90517,115平米,南北,高层,毛坯,有 ,平层,板楼,城关,附件无学校,95.0万,8261.0,5.0,3,2,2
SH90518,50平米,南北,高层,精装修,有 ,平层,板楼,城关,附件有学校,90.0万,18000.0,29.0,2,1,1
SH97379,90平米,南北,中层,毛坯,无 ,平层,板楼,七里河,附件无学校,77.0万,8556.0,6.0,2,2,1
SH90521,150平米,东南,低层,精装修,有 ,平层,板楼,城关,附件有学校,205.0万,13667.0,17.0,4,2,2
SH90526,76平米,东西,中层,简装修,无 ,平层,板楼,城关,附件无学校,106.0万,13947.0,20.0,2,2,1
SH90529,121平米,南北,中层,毛坯,无 ,平层,板楼,永登,附件无学校,70.0万,5785.0,3.0,3,2,1
SH90531,89平米,南北,高层,豪华装修,有 ,平层,板楼,榆中,附件无学校,86.0万,9663.0,8.0,2,2,1
SH90532,132平米,南北,低层,精装修,无 ,平层,钢混,城关,附件无学校,175.0万,13258.0,11.0,2,2,1
SH90535,84平米,南北,中层,中装修,无 ,平层,板楼,城关,附件有学校,91.0万,10833.0,20.0,2,2,2
SH90536,55.01平米,西,中层,精装修,有 ,平层,板楼,城关,附件有学校,62.0万,11271.0,2.0,1,1,1
SH90537,144平米,南,低层,毛坯,无 ,平层,钢混,七里河,附件无学校,140.0万,9722.0,6.0,3,1,2
SH90538,87平米,东南,中层,中装修,有 ,平层,钢混,西固,附件无学校,78.0万,8966.0,16.0,2,2,1
SH90539,80.8平米,南北,中层,简装修,无 ,平层,板楼,城关,附件有学校,89.0万,11015.0,22.0,2,1,1
SH90540,100.93平米,南北,低层,精装修,无 ,平层,板楼,七里河,附件无学校,103.0万,10205.0,20.0,3,2,2
SH97679,135平米,东西,高层,简装修,无 ,平层,钢混,城关,附件无学校,158.0万,11704.0,22.0,2,2,1
SH90547,96平米,南,中层,毛坯,无 ,平层,板楼,榆中,附件无学校,62.5万,6510.0,2.0,2,2,1
SH97422,103.6平米,南北,高层,毛坯,无 ,平层,板楼,城关,附件有学校,160.0万,15444.0,13.0,2,2,2
SH90552,214平米,南北,高层,毛坯,有 ,平层,板楼,七里河,附件无学校,285.0万,13318.0,3.0,6,2,2
SH90556,143平米,南北,中层,精装修,有 ,平层,钢混,城关,附件无学校,143.0万,10000.0,2.0,3,2,2
SH90559,83.88平米,西,中层,精装修,有 ,平层,塔板结合,七里河,附件有学校,141.0万,16810.0,17.0,2,2,1
SH90561,98.99平米,西北,中层,简装修,无 ,平层,钢混,城关,附件有学校,155.0万,15658.0,14.0,2,2,1
SH90563,144.95平米,东南,低层,简装修,有 ,平层,板楼,七里河,附件有学校,180.0万,12418.0,22.0,3,1,2
SH90564,91.73平米,南,高层,毛坯,有 ,平层,板楼,七里河,附件无学校,78.5万,8558.0,4.0,2,2,1
SH90565,87平米,南北,低层,简装修,有 ,平层,板楼,安宁,附件无学校,110.0万,12644.0,21.0,2,2,1
SH90566,100平米,南,中层,豪华装修,有 ,平层,钢混,城关,附件有学校,162.0万,16200.0,10.0,2,2,1
SH90567,60平米,东,低层,中装修,无 ,平层,钢混,城关,附件有学校,73.0万,12167.0,22.0,2,1,1
SH90569,79.4平米,南北,中层,精装修,无 ,平层,钢混,城关,附件无学校,90.0万,11335.0,20.0,2,1,1
SH97412,212平米,南北,高层,毛坯,有 ,平层,板楼,城关,附件有学校,312.0万,14717.0,10.0,3,2,2
SH90571,95.12平米,南北,中层,简装修,无 ,平层,板楼,安宁,附件无学校,134.0万,14087.0,8.0,2,1,1
SH90573,84.48平米,东西,高层,精装修,有 ,平层,板楼,安宁,附件无学校,92.0万,10890.0,12.0,2,2,1
SH90575,123平米,东北,中层,精装修,无 ,平层,钢混,城关,附件有学校,183.0万,14878.0,8.0,3,2,2
SH90577,97.3平米,南北,高层,毛坯,有 ,平层,塔楼,安宁,附件无学校,131.0万,13464.0,7.0,3,2,1
SH90579,101平米,南北,低层,精装修,有 ,平层,板楼,安宁,附件无学校,130.0万,12871.0,10.0,2,2,1
SH90584,108平米,东南,中层,中装修,无 ,平层,塔楼,城关,附件有学校,155.0万,14352.0,14.0,2,2,1
SH90586,76平米,南,中层,简装修,有 ,平层,钢混,城关,附件无学校,112.0万,14737.0,11.0,2,1,1
SH90587,111.4平米,南北,低层,精装修,无 ,平层,板楼,城关,附件无学校,198.0万,17774.0,17.0,3,2,2
SH90588,120平米,南北,高层,简装修,无 ,平层,板楼,城关,附件有学校,120.0万,10000.0,22.0,2,2,1
SH90593,90.32平米,南北,中层,中装修,有 ,平层,板楼,安宁,附件无学校,101.0万,11182.0,18.0,2,2,2
SH90595,99.16平米,南北,低层,简装修,无 ,平层,砖混,城关,附件无学校,118.0万,11900.0,21.0,2,2,1
SH90596,53平米,南,高层,暂无,无 ,平层,板楼,安宁,附件有学校,62.0万,11698.0,23.0,2,1,1
SH97980,95平米,东,高层,中装修,无 ,平层,板楼,城关,附件有学校,138.0万,14526.0,19.0,2,2,1
SH97558,91.37平米,南,低层,中装修,无 ,平层,板楼,七里河,附件无学校,76.0万,8318.0,5.0,2,2,1
SH90604,120平米,南北,低层,毛坯,无 ,平层,板楼,安宁,附件有学校,149.0万,12417.0,14.0,2,2,2
SH90605,100平米,东南,中层,精装修,有 ,平层,塔板结合,城关,附件有学校,156.0万,15600.0,8.0,2,2,1
SH97532,60平米,南北,中层,暂无,无 ,平层,板楼,安宁,附件有学校,62.0万,10333.0,18.0,2,1,1
SH97298,110平米,南北,低层,毛坯,有 ,平层,塔板结合,城关,附件无学校,100.0万,9091.0,5.0,3,2,2
SH90610,140平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,148.0万,10571.0,8.0,3,2,2
SH90612,52.89平米,南,低层,精装修,有 ,平层,板楼,城关,附件有学校,85.0万,16071.0,14.0,1,0,1
SH90615,81平米,南北,高层,精装修,有 ,平层,板楼,城关,附件无学校,120.0万,14815.0,9.0,2,1,1
SH90617,137平米,南北,低层,毛坯,有 ,平层,板楼,城关,附件无学校,166.0万,12117.0,4.0,3,2,2
SH97363,137.58平米,西南,高层,简装修,有 ,平层,板楼,城关,附件有学校,121.98万,8866.0,2.0,3,2,1
SH90619,86平米,南北,中层,简装修,无 ,平层,钢混,城关,附件有学校,96.0万,11163.0,18.0,2,2,1
SH90620,159.98平米,东西,高层,简装修,有 ,复式,钢混,西固,附件有学校,149.8万,9364.0,11.0,3,2,2
SH90621,91.64平米,南,低层,精装修,有 ,平层,板楼,城关,附件无学校,120.0万,13095.0,10.0,2,2,1
SH90622,79.98平米,东西,中层,精装修,有 ,平层,板楼,城关,附件无学校,95.0万,11878.0,20.0,2,1,1
SH90623,55.45平米,南北,高层,简装修,无 ,平层,砖混,安宁,附件有学校,62.5万,11271.0,23.0,2,1,1
SH90626,70.69平米,东北,低层,简装修,无 ,平层,板楼,城关,附件无学校,87.0万,12307.0,20.0,2,2,1
SH90627,45平米,南北,高层,简装修,有 ,平层,板楼,城关,附件有学校,66.0万,14667.0,30.0,2,0,1
SH90628,200平米,南北,高层,精装修,有 ,平层,钢混,城关,附件无学校,210.0万,10500.0,5.0,4,2,2
SH90632,69.5平米,南,中层,简装修,无 ,平层,板楼,城关,附件有学校,85.0万,12230.0,19.0,2,1,1
SH90641,320平米,南北,低层,毛坯,有 ,复式,板楼,城关,附件有学校,510.0万,15938.0,15.0,4,2,2
SH90644,108平米,南北,高层,精装修,无 ,平层,钢混,城关,附件有学校,102.0万,9444.0,18.0,2,2,1
SH97371,92平米,南北,中层,精装修,有 ,平层,塔楼,城关,附件无学校,101.0万,10978.0,10.0,2,2,1
SH97628,115.73平米,南北,中层,精装修,有 ,平层,板楼,安宁,附件无学校,139.8万,12080.0,7.0,3,2,2
SH90649,35平米,南,高层,精装修,无 ,平层,板楼,城关,附件无学校,56.0万,16000.0,22.0,1,1,1
SH97515,78平米,南北,低层,精装修,无 ,平层,板楼,城关,附件有学校,92.0万,11795.0,24.0,3,1,1
SH90651,139.59平米,东北,高层,毛坯,有 ,平层,塔楼,城关,附件无学校,150.0万,10746.0,10.0,3,2,2
SH97936,90.8平米,西,高层,简装修,无 ,平层,板楼,城关,附件有学校,90.0万,9912.0,14.0,2,1,1
SH90657,102.87平米,东,中层,简装修,无 ,平层,板楼,城关,附件有学校,245.0万,23816.0,13.0,2,2,1
SH90658,118.17平米,南北,高层,简装修,有 ,平层,板楼,城关,附件有学校,130.0万,11001.0,16.0,2,2,1
SH90659,115平米,南北,高层,简装修,无 ,平层,板楼,安宁,附件无学校,86.0万,7478.0,6.0,3,2,2
SH90660,106平米,南北,中层,毛坯,无 ,平层,板楼,永登,附件无学校,62.0万,5849.0,3.0,3,2,1
SH90661,125平米,西南,中层,暂无,有 ,平层,板楼,城关,附件有学校,115.0万,9200.0,19.0,3,1,1
SH90662,127.5平米,东北,高层,简装修,有 ,平层,钢混,城关,附件有学校,157.0万,12314.0,16.0,2,2,1
SH90663,99.96平米,东南,高层,简装修,有 ,平层,板楼,城关,附件有学校,168.0万,16807.0,14.0,2,2,1
SH90664,46平米,南,低层,精装修,无 ,平层,板楼,城关,附件有学校,66.0万,14348.0,17.0,2,1,1
SH90667,98平米,南北,高层,精装修,有 ,平层,板楼,城关,附件无学校,89.0万,9082.0,15.0,2,2,1
SH90672,91.24平米,西北,低层,中装修,有 ,平层,塔楼,城关,附件有学校,130.0万,14248.0,17.0,2,2,1
SH90673,94.5平米,南北,中层,简装修,无 ,平层,板楼,安宁,附件无学校,129.0万,13651.0,13.0,2,2,1
SH90677,75平米,南北,中层,简装修,有 ,平层,板楼,城关,附件有学校,85.0万,11333.0,15.0,2,1,1
SH90678,84.28平米,南北,低层,精装修,无 ,平层,平房,城关,附件有学校,98.0万,11628.0,19.0,2,1,1
SH90680,137.08平米,南北,低层,简装修,有 ,平层,板楼,七里河,附件无学校,193.0万,14079.0,2.0,3,2,2
SH90683,80.9平米,南北,中层,中装修,无 ,平层,板楼,安宁,附件有学校,91.0万,11248.0,20.0,2,2,1
SH90686,78.91平米,南,高层,精装修,有 ,平层,板楼,安宁,附件有学校,97.0万,12292.0,11.0,2,1,1
SH90687,113平米,南,高层,精装修,有 ,平层,钢混,城关,附件有学校,198.0万,17522.0,18.0,2,2,2
SH90689,95平米,南北,高层,精装修,无 ,平层,板楼,七里河,附件无学校,98.0万,10316.0,2.0,3,2,1
SH90693,153.32平米,东西,低层,中装修,有 ,复式,钢混,城关,附件有学校,230.0万,15001.0,22.0,2,2,2
SH97783,110平米,南北,低层,简装修,无 ,平层,钢混,城关,附件有学校,105.0万,9545.0,18.0,2,2,1
SH90696,91.37平米,南,中层,毛坯,有 ,平层,板楼,七里河,附件无学校,76.8万,8405.0,5.0,2,1,1
SH90701,174平米,南北,低层,毛坯,有 ,平层,板楼,城关,附件有学校,270.0万,15517.0,7.0,3,2,2
SH90704,102平米,北,高层,精装修,无 ,平层,板楼,城关,附件有学校,120.0万,11765.0,22.0,3,2,1
SH97945,139.06平米,南北,低层,毛坯,无 ,平层,钢混,七里河,附件无学校,189.0万,13591.0,6.0,3,2,2
SH90706,91平米,南北,低层,简装修,无 ,平层,板楼,安宁,附件无学校,102.0万,11209.0,21.0,2,2,1
SH90707,61.29平米,西,中层,简装修,有 ,平层,钢混,城关,附件无学校,95.0万,15500.0,18.0,2,1,1
SH90708,143.33平米,南北,中层,毛坯,有 ,平层,板楼,城关,附件有学校,205.0万,14303.0,2.0,3,2,2
SH90711,69.77平米,南北,高层,简装修,有 ,平层,板楼,城关,附件无学校,83.8万,12011.0,20.0,2,1,1
SH90712,80平米,南,中层,精装修,无 ,平层,板楼,七里河,附件无学校,96.0万,12000.0,5.0,2,2,1
SH90714,116.07平米,南北,中层,精装修,有 ,平层,板楼,安宁,附件无学校,143.0万,12320.0,7.0,3,2,2
SH90716,108.95平米,南北,中层,精装修,无 ,平层,板楼,安宁,附件无学校,127.8万,11730.0,18.0,3,2,1
SH90720,168.84平米,南北,低层,暂无,无 ,平层,钢混,城关,附件无学校,195.0万,11549.0,17.0,4,2,2
SH90722,65.05平米,南,低层,简装修,有 ,平层,板楼,城关,附件无学校,76.0万,11683.0,2.0,2,1,1
SH97838,138平米,南北,高层,精装修,有 ,平层,钢混,城关,附件有学校,258.0万,18696.0,21.0,2,2,1
SH90727,89平米,西北,低层,简装修,有 ,平层,板楼,城关,附件有学校,140.0万,15730.0,13.0,2,1,1
SH90728,103平米,东,中层,简装修,无 ,平层,板楼,城关,附件有学校,278.0万,26990.0,12.0,2,2,1
SH90729,223.27平米,南北,高层,精装修,有 ,复式,板楼,城关,附件有学校,420.0万,18811.0,17.0,3,2,2
SH90732,94平米,西南,中层,简装修,有 ,平层,钢混,城关,附件无学校,128.0万,13617.0,7.0,2,2,2
SH90734,75平米,东西,高层,简装修,有 ,平层,板楼,城关,附件有学校,85.0万,11333.0,14.0,3,1,1
SH97543,78.91平米,南,高层,暂无,无 ,平层,板楼,安宁,附件有学校,97.0万,12292.0,11.0,2,1,1
SH97228,264平米,南北,高层,精装修,有 ,复式,钢混,城关,附件无学校,498.0万,18864.0,5.0,6,3,3
SH90741,84平米,西南,中层,中装修,有 ,平层,钢混,城关,附件有学校,130.0万,15476.0,12.0,2,1,1
SH90743,135.83平米,南北,低层,毛坯,有 ,平层,板楼,安宁,附件无学校,177.0万,13031.0,9.0,3,2,2
SH90744,103.96平米,西南,中层,精装修,有 ,平层,钢混,七里河,附件有学校,140.0万,13467.0,19.0,2,2,1
SH90748,84平米,东南,高层,中装修,有 ,平层,板楼,安宁,附件无学校,120.0万,14286.0,14.0,2,2,1
SH97234,94.6平米,南,中层,毛坯,有 ,平层,板楼,安宁,附件无学校,110.0万,11628.0,7.0,3,2,1
SH90754,106.66平米,南,低层,中装修,有 ,平层,板楼,安宁,附件有学校,146.0万,13688.0,13.0,2,1,1
SH90756,90.9平米,西南,低层,精装修,无 ,平层,钢混,城关,附件有学校,129.8万,14279.0,18.0,2,2,1
SH90758,67.94平米,南,中层,精装修,有 ,平层,板楼,城关,附件有学校,97.5万,14351.0,14.0,2,1,1
SH97236,75.1平米,南北,中层,精装修,有 ,平层,板楼,城关,附件无学校,96.0万,12783.0,18.0,2,1,1
SH90760,91.64平米,南,中层,精装修,有 ,平层,板楼,城关,附件无学校,116.0万,12658.0,10.0,2,2,1
SH90761,132平米,西南,中层,精装修,有 ,平层,板楼,城关,附件有学校,186.0万,14091.0,13.0,3,2,2
SH90763,178.45平米,南,中层,暂无,有 ,平层,板楼,城关,附件有学校,156.5万,8770.0,18.0,4,2,1
SH97638,110平米,东南,中层,中装修,有 ,平层,塔楼,城关,附件有学校,140.0万,12727.0,14.0,2,2,1
SH97467,109平米,东北,中层,中装修,有 ,平层,塔楼,城关,附件有学校,135.0万,12385.0,14.0,2,2,1
SH90771,145平米,南北,中层,毛坯,无 ,平层,板楼,安宁,附件无学校,112.0万,7724.0,2.0,3,2,2
SH90772,96平米,南,低层,精装修,有 ,平层,钢混,安宁,附件有学校,134.5万,14010.0,12.0,2,2,1
SH90773,97平米,南北,高层,简装修,无 ,平层,板楼,城关,附件无学校,97.0万,10000.0,17.0,3,2,1
SH90774,95平米,南北,低层,精装修,有 ,平层,板楼,城关,附件有学校,135.0万,14211.0,22.0,2,1,1
SH90777,172平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,280.0万,16279.0,10.0,3,2,2
SH90780,54平米,南北,低层,毛坯,无 ,平层,板楼,七里河,附件无学校,48.0万,8889.0,2.0,2,2,1
SH90782,157平米,南北,高层,暂无,有 ,平层,板楼,城关,附件有学校,238.0万,15159.0,10.0,3,2,2
SH90785,103平米,东南,中层,精装修,有 ,平层,塔楼,城关,附件有学校,178.0万,17282.0,18.0,2,1,1
SH97571,53.1平米,东南,中层,中装修,有 ,平层,板楼,城关,附件有学校,59.0万,11111.0,20.0,2,1,1
SH90787,92平米,南北,高层,精装修,无 ,平层,板楼,城关,附件有学校,138.0万,15000.0,21.0,2,2,1
SH90790,70平米,南北,中层,简装修,有 ,平层,板楼,城关,附件无学校,128.0万,18286.0,26.0,2,1,1
SH90795,60平米,南北,低层,中装修,无 ,平层,板楼,城关,附件有学校,78.0万,13000.0,25.0,2,1,1
SH90796,71.3平米,南,低层,精装修,有 ,平层,塔楼,城关,附件无学校,105.0万,14727.0,16.0,2,1,1
SH90798,51.85平米,南北,高层,简装修,无 ,平层,板楼,城关,附件有学校,68.5万,13211.0,25.0,2,1,1
SH90799,105平米,南北,高层,精装修,无 ,平层,板楼,城关,附件有学校,155.0万,14762.0,24.0,2,2,1
SH90803,82.55平米,南北,低层,中装修,无 ,平层,板楼,安宁,附件无学校,95.0万,11508.0,21.0,2,2,1
SH97322,98.65平米,南北,中层,精装修,无 ,平层,钢混,城关,附件有学校,105.0万,10644.0,8.0,2,2,1
SH90808,72平米,西,高层,简装修,无 ,平层,板楼,城关,附件有学校,80.0万,11111.0,20.0,2,1,1
SH90809,105平米,南北,低层,精装修,有 ,平层,板楼,城关,附件有学校,148.0万,14095.0,12.0,2,2,1
SH90810,95.71平米,西南,低层,精装修,有 ,平层,板楼,城关,附件有学校,199.0万,20792.0,17.0,2,1,1
SH90811,78.25平米,西北,中层,毛坯,有 ,平层,板楼,七里河,附件无学校,60.0万,7668.0,6.0,2,1,1
SH90812,74平米,南北,高层,简装修,无 ,平层,板楼,城关,附件无学校,85.0万,11486.0,22.0,2,2,1
SH90813,157平米,南北,高层,毛坯,有 ,平层,板楼,城关,附件有学校,228.0万,14522.0,10.0,3,2,2
SH90815,140平米,南北,低层,精装修,有 ,平层,塔板结合,安宁,附件无学校,109.2万,7800.0,1.0,4,2,2
SH90817,110.26平米,南北,中层,精装修,无 ,平层,板楼,安宁,附件有学校,101.0万,9160.0,10.0,3,2,1
SH90818,212.8平米,南北,中层,豪华装修,有 ,平层,板楼,城关,附件有学校,365.0万,17152.0,7.0,4,2,2
SH90820,87.54平米,南,中层,毛坯,无 ,平层,板楼,七里河,附件无学校,125.0万,14279.0,2.0,2,2,1
SH97342,120平米,南北,低层,毛坯,有 ,开间,板楼,安宁,附件无学校,132.0万,11000.0,7.0,3,2,2
SH90822,94.52平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,138.0万,14600.0,16.0,2,2,1
SH97602,88平米,南,中层,精装修,有 ,平层,塔楼,城关,附件有学校,108.0万,12273.0,14.0,3,1,1
SH90825,55平米,南,中层,精装修,无 ,平层,板楼,城关,附件有学校,63.0万,11455.0,20.0,2,1,1
SH90829,93平米,西南,高层,中装修,有 ,平层,板楼,城关,附件有学校,132.0万,14194.0,9.0,2,1,1
SH90830,149平米,南北,中层,简装修,有 ,平层,板楼,城关,附件无学校,163.0万,10940.0,5.0,4,2,2
SH90831,156平米,南北,中层,简装修,有 ,平层,板楼,城关,附件有学校,182.0万,11667.0,13.0,3,2,2
SH90832,101平米,南北,中层,中装修,无 ,平层,钢混,城关,附件无学校,110.0万,10891.0,17.0,2,2,1
SH90833,112平米,南北,高层,精装修,有 ,平层,板楼,城关,附件有学校,169.0万,15089.0,20.0,1,1,1
SH90834,108平米,南北,中层,精装修,有 ,平层,板楼,安宁,附件无学校,146.0万,13519.0,8.0,3,2,1
SH90837,83平米,东西,高层,中装修,有 ,平层,钢混,城关,附件无学校,87.0万,10482.0,18.0,2,1,1
SH90838,133平米,南北,中层,精装修,有 ,平层,钢混,城关,附件无学校,126.0万,9474.0,5.0,3,2,2
SH90842,157平米,南北,低层,毛坯,有 ,平层,板楼,城关,附件无学校,190.0万,12102.0,10.0,3,2,2
