记录编号,建筑面积,朝向,楼层,装修,电梯,建筑结构,建筑类别,区域,学校,总价,单价,房龄,室,厅,卫
SH95458,65.6平米,西南,低层,简装修,无 ,平层,钢混,七里河,附件无学校,78.0万,11890.0,23.0,2,1,1
SH95460,60平米,南北,中层,简装修,无 ,平层,砖混,城关,附件无学校,86.8万,14467.0,14.0,2,1,1
SH97283,125.74平米,南北,低层,精装修,有 ,平层,塔板结合,城关,附件无学校,145.0万,11532.0,16.0,3,2,2
SH95464,187平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,330.0万,17647.0,17.0,4,2,2
SH95465,151平米,南北,中层,毛坯,无 ,平层,板楼,安宁,附件无学校,223.0万,14768.0,7.0,4,2,2
SH95467,50.49平米,南北,中层,简装修,无 ,平层,砖混,安宁,附件有学校,48.0万,9507.0,10.0,2,1,1
SH95472,106.91平米,南,高层,精装修,有 ,平层,钢混,城关,附件有学校,162.0万,15153.0,10.0,2,2,1
SH95473,50.1平米,南北,高层,暂无,有 ,平层,板楼,城关,附件有学校,70.0万,13972.0,25.0,2,1,1
SH95474,75平米,南北,中层,简装修,有 ,平层,钢混,西固,附件无学校,57.0万,7600.0,22.0,2,2,1
SH95475,82.65平米,南,低层,精装修,有 ,平层,板楼,安宁,附件无学校,106.0万,12825.0,7.0,2,2,1
SH95477,109平米,南,中层,精装修,有 ,平层,塔板结合,七里河,附件无学校,125.0万,11468.0,2.0,3,2,1
SH97725,65平米,南,高层,精装修,有 ,平层,板楼,城关,附件无学校,96.0万,14769.0,22.0,1,1,1
SH95489,92平米,南,中层,精装修,有 ,平层,板楼,安宁,附件无学校,128.0万,13913.0,8.0,3,2,1
SH95490,94.62平米,南北,高层,简装修,有 ,平层,钢混,城关,附件有学校,110.0万,11625.0,17.0,2,2,1
SH95496,157平米,南北,中层,精装修,有 ,平层,钢混,城关,附件有学校,240.0万,15287.0,10.0,3,2,2
SH95499,93平米,南,高层,简装修,有 ,平层,板楼,安宁,附件无学校,134.0万,14409.0,9.0,2,2,1
SH95501,93.24平米,南北,低层,精装修,无 ,平层,板楼,安宁,附件无学校,126.0万,13514.0,14.0,2,2,1
SH95502,101平米,南北,低层,精装修,无 ,平层,钢混,城关,附件有学校,142.0万,14059.0,27.0,3,2,2
SH95503,60.3平米,西,低层,简装修,有 ,平层,板楼,城关,附件有学校,75.0万,12438.0,14.0,2,1,1
SH95504,91.63平米,南北,中层,中装修,无 ,平层,钢混,七里河,附件有学校,107.5万,11732.0,19.0,2,1,1
SH95507,112平米,南北,中层,毛坯,有 ,平层,板楼,安宁,附件无学校,148.0万,13214.0,1.0,3,2,2
SH95508,56平米,南,高层,精装修,无 ,平层,板楼,城关,附件无学校,57.0万,10179.0,5.0,1,1,1
SH95509,94.28平米,西南,高层,精装修,有 ,平层,板楼,七里河,附件有学校,155.0万,16440.0,11.0,2,2,1
SH95510,102平米,南,高层,精装修,有 ,平层,钢混,城关,附件有学校,149.0万,14608.0,8.0,2,2,2
SH95513,86平米,西北,中层,毛坯,有 ,平层,板楼,七里河,附件无学校,68.0万,7907.0,5.0,2,1,1
SH95514,104.3平米,南,中层,精装修,无 ,平层,钢混,安宁,附件无学校,135.0万,12943.0,9.0,3,2,1
SH95515,114.5平米,南北,中层,精装修,有 ,平层,钢混,西固,附件无学校,126.0万,11004.0,13.0,2,2,1
SH95517,56.28平米,东北,低层,简装修,无 ,平层,砖混,七里河,附件有学校,68.0万,12082.0,18.0,2,1,1
SH95520,108平米,南,中层,精装修,有 ,平层,板楼,安宁,附件无学校,144.0万,13333.0,12.0,2,2,1
SH95521,75.31平米,南北,低层,精装修,无 ,平层,砖混,安宁,附件无学校,81.0万,10756.0,24.0,2,2,1
SH95522,95平米,东南,低层,精装修,有 ,平层,板楼,城关,附件有学校,120.0万,12632.0,8.0,2,2,1
SH95523,55平米,北,低层,精装修,有 ,平层,板楼,城关,附件有学校,73.0万,13273.0,14.0,1,2,1
SH95526,75平米,南北,低层,简装修,无 ,平层,板楼,城关,附件无学校,143.0万,19067.0,22.0,3,1,1
SH95527,73.5平米,东北,中层,毛坯,有 ,平层,钢混,城关,附件有学校,100.0万,13605.0,10.0,1,2,1
SH95529,156.92平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,247.8万,15791.0,8.0,3,2,2
SH95533,116.11平米,西北,中层,精装修,有 ,平层,板楼,城关,附件有学校,142.0万,12230.0,25.0,2,2,1
SH95534,71平米,南北,低层,中装修,无 ,错层,塔楼,城关,附件无学校,70.0万,9859.0,22.0,2,1,1
SH97248,117.56平米,南,低层,中装修,有 ,平层,钢混,七里河,附件有学校,150.0万,12759.0,14.0,2,2,1
SH95537,75平米,东西,低层,精装修,无 ,平层,钢混,城关,附件有学校,82.0万,10933.0,22.0,3,1,1
SH95539,60平米,西,高层,简装修,无 ,平层,塔楼,城关,附件有学校,100.0万,16667.0,22.0,2,1,1
SH95540,53平米,南,高层,精装修,有 ,平层,塔板结合,城关,附件无学校,58.0万,10943.0,5.0,1,1,1
SH95541,77.14平米,南北,高层,简装修,无 ,平层,板楼,安宁,附件无学校,85.5万,11084.0,18.0,2,1,1
SH95542,114.1平米,南北,低层,中装修,无 ,平层,板楼,城关,附件无学校,106.0万,9290.0,19.0,2,2,1
SH95544,160平米,南北,低层,简装修,有 ,平层,平房,安宁,附件无学校,209.6万,13100.0,12.0,4,2,1
SH95546,163.78平米,南北,中层,毛坯,有 ,平层,板楼,安宁,附件无学校,210.0万,12822.0,1.0,4,2,3
SH95547,66平米,北,低层,简装修,有 ,平层,塔楼,城关,附件有学校,84.0万,12727.0,14.0,1,1,1
SH97447,71平米,南北,高层,简装修,无 ,平层,钢混,安宁,附件无学校,77.3万,10887.0,22.0,2,2,1
SH95551,66.56平米,南,低层,精装修,有 ,平层,板楼,城关,附件有学校,70.0万,10517.0,18.0,2,1,1
SH95553,120平米,南北,中层,精装修,有 ,平层,钢混,城关,附件无学校,150.0万,12500.0,16.0,2,2,1
SH95554,95.65平米,南,高层,精装修,有 ,平层,板楼,安宁,附件无学校,125.0万,13068.0,7.0,3,2,1
SH95557,125平米,南北,中层,精装修,有 ,平层,钢混,西固,附件无学校,148.0万,11840.0,13.0,3,2,1
SH95558,48平米,北,低层,精装修,有 ,平层,钢混,城关,附件有学校,58.0万,12083.0,11.0,1,1,1
SH95559,105.99平米,西南,高层,精装修,有 ,平层,钢混,城关,附件有学校,132.0万,12454.0,12.0,2,2,1
SH95560,82.88平米,南,低层,简装修,无 ,平层,板楼,安宁,附件无学校,117.0万,14117.0,7.0,2,2,1
SH97327,92平米,南北,中层,暂无,无 ,平层,板楼,城关,附件无学校,113.0万,12283.0,20.0,2,2,1
SH95562,90.61平米,西南,中层,精装修,无 ,平层,板楼,安宁,附件无学校,137.0万,15120.0,13.0,2,2,1
SH95564,108.73平米,南北,高层,简装修,有 ,平层,板楼,城关,附件有学校,120.0万,11037.0,2.0,2,1,1
SH95567,69.61平米,南北,高层,精装修,无 ,平层,钢混,城关,附件无学校,76.0万,10918.0,20.0,2,1,1
SH97260,63.14平米,东西,中层,中装修,有 ,平层,钢混,城关,附件有学校,67.5万,10691.0,20.0,2,1,1
SH95570,99平米,南北,中层,中装修,有 ,平层,板楼,城关,附件有学校,112.0万,11313.0,19.0,2,2,1
SH95573,97平米,南北,中层,毛坯,无 ,平层,板楼,城关,附件无学校,97.0万,10000.0,2.0,3,2,1
SH95574,80平米,东西,高层,中装修,无 ,平层,钢混,城关,附件有学校,107.5万,13438.0,22.0,2,2,1
SH95575,65平米,南北,高层,简装修,无 ,平层,砖混,城关,附件有学校,61.0万,9385.0,20.0,2,1,1
SH95576,151.47平米,西南,高层,毛坯,有 ,平层,钢混,七里河,附件有学校,258.0万,17033.0,11.0,3,2,2
SH97696,134平米,南北,低层,精装修,无 ,平层,板楼,城关,附件有学校,198.8万,14836.0,18.0,3,2,2
SH95582,91.37平米,南,高层,毛坯,有 ,平层,板楼,七里河,附件无学校,75.0万,8208.0,6.0,2,2,1
SH95583,91.27平米,南北,中层,毛坯,无 ,平层,板楼,七里河,附件无学校,78.5万,8601.0,6.0,2,2,1
SH95586,88平米,南北,中层,中装修,无 ,平层,砖混,城关,附件有学校,115.0万,13068.0,18.0,2,2,1
SH95588,88平米,南北,低层,中装修,无 ,平层,板楼,城关,附件有学校,102.0万,11591.0,24.0,2,1,1
SH95591,127.8平米,南北,中层,简装修,有 ,平层,板楼,七里河,附件无学校,172.0万,13459.0,2.0,3,2,2
SH95593,92平米,南,中层,精装修,有 ,平层,平房,城关,附件有学校,119.0万,12935.0,12.0,2,2,1
SH95594,139平米,南北,低层,毛坯,无 ,平层,板楼,城关,附件无学校,117.0万,8417.0,4.0,3,2,2
SH95595,99平米,南北,高层,精装修,无 ,平层,板楼,七里河,附件无学校,120.0万,12121.0,5.0,3,2,2
SH95596,105平米,南北,低层,中装修,有 ,平层,钢混,城关,附件有学校,159.0万,15143.0,12.0,2,2,1
SH95598,81.66平米,南,高层,暂无,无 ,平层,板楼,安宁,附件无学校,115.0万,14083.0,7.0,2,2,1
SH95600,70.8平米,南北,高层,简装修,无 ,平层,砖混,安宁,附件无学校,87.0万,12288.0,24.0,2,2,1
SH95603,149.74平米,南北,中层,精装修,无 ,平层,板楼,安宁,附件有学校,234.8万,15681.0,13.0,3,2,2
SH95607,79平米,南北,中层,简装修,有 ,平层,板楼,城关,附件有学校,105.0万,13291.0,19.0,2,2,1
SH97619,200平米,西南,中层,精装修,有 ,平层,钢混,城关,附件有学校,325.0万,16250.0,17.0,3,2,2
SH97452,100平米,南北,低层,简装修,无 ,平层,板楼,城关,附件有学校,108.0万,10800.0,22.0,2,2,1
SH95611,115.73平米,南北,中层,精装修,有 ,平层,钢混,安宁,附件无学校,140.0万,12097.0,7.0,3,2,2
SH95614,98平米,南,低层,精装修,无 ,平层,板楼,城关,附件有学校,90.0万,9184.0,23.0,3,1,1
SH95615,100.77平米,南北,低层,精装修,有 ,平层,板楼,七里河,附件有学校,128.8万,12782.0,17.0,2,2,1
SH95616,94.27平米,南北,高层,简装修,有 ,平层,板楼,安宁,附件有学校,133.0万,14108.0,10.0,3,1,1
SH95617,76平米,南,中层,毛坯,有 ,平层,钢混,城关,附件无学校,68.0万,8947.0,5.0,2,2,1
SH95619,105平米,南北,中层,中装修,有 ,平层,钢混,城关,附件有学校,165.0万,15714.0,12.0,2,2,1
SH95621,144平米,南北,中层,精装修,无 ,平层,板楼,城关,附件有学校,220.0万,15278.0,17.0,3,2,1
SH97352,134.64平米,南北,低层,简装修,有 ,平层,板楼,七里河,附件无学校,163.0万,12106.0,2.0,3,1,2
SH95623,61.35平米,西,中层,简装修,无 ,平层,板楼,城关,附件无学校,78.0万,12714.0,20.0,2,1,1
SH95624,85.96平米,西北,低层,简装修,有 ,平层,板楼,七里河,附件有学校,122.5万,14251.0,22.0,2,2,1
SH97979,81.76平米,南北,中层,精装修,有 ,平层,塔楼,七里河,附件无学校,115.0万,14066.0,3.0,2,2,1
SH95627,97.01平米,南北,低层,精装修,有 ,平层,板楼,城关,附件有学校,115.0万,11854.0,18.0,2,2,1
SH95630,83平米,北,中层,简装修,有 ,平层,板楼,城关,附件有学校,80.0万,9639.0,12.0,1,2,1
SH95631,97平米,南北,中层,简装修,有 ,平层,板楼,城关,附件无学校,106.0万,10928.0,21.0,2,2,1
SH95633,71.27平米,南北,高层,中装修,无 ,平层,砖混,七里河,附件无学校,75.0万,10523.0,22.0,2,1,1
SH95634,60平米,东,中层,中装修,无 ,平层,钢混,城关,附件有学校,105.0万,17500.0,22.0,1,1,1
SH95637,83.14平米,南北,高层,中装修,无 ,平层,钢混,城关,附件无学校,88.0万,10585.0,18.0,2,2,1
SH97804,100.1平米,南北,中层,精装修,有 ,平层,板楼,安宁,附件无学校,133.0万,13287.0,7.0,3,2,1
SH95640,112.68平米,南北,中层,精装修,有 ,平层,钢混,城关,附件有学校,180.0万,15974.0,18.0,2,2,1
SH95641,71.5平米,南北,高层,精装修,无 ,平层,板楼,安宁,附件有学校,84.0万,11748.0,18.0,2,1,1
SH95643,125平米,南北,中层,精装修,有 ,平层,板楼,七里河,附件无学校,168.0万,13440.0,2.0,3,2,2
SH97369,89平米,南北,中层,毛坯,有 ,平层,板楼,榆中,附件无学校,55.0万,6180.0,2.0,2,2,1
SH95645,91.7平米,南北,中层,精装修,有 ,平层,钢混,城关,附件无学校,111.0万,12105.0,22.0,2,2,1
SH95646,87平米,南北,中层,精装修,有 ,平层,板楼,安宁,附件无学校,122.0万,14023.0,8.0,2,2,1
SH95647,94平米,南北,中层,精装修,有 ,平层,板楼,榆中,附件无学校,72.0万,7660.0,1.0,3,2,2
SH95648,110平米,南北,高层,精装修,无 ,平层,板楼,安宁,附件无学校,150.0万,13636.0,9.0,3,2,1
SH95653,265平米,南北,高层,精装修,有 ,复式,塔板结合,城关,附件无学校,360.0万,13585.0,17.0,5,3,4
SH95654,160平米,南北,高层,精装修,有 ,开间,板楼,安宁,附件有学校,170.0万,10625.0,11.0,3,2,2
SH95655,143平米,南北,低层,精装修,有 ,平层,板楼,城关,附件有学校,290.0万,20280.0,10.0,3,2,2
SH95656,58平米,南北,低层,中装修,无 ,平层,板楼,安宁,附件无学校,65.8万,11345.0,24.0,2,1,1
SH95657,81.53平米,南,低层,精装修,有 ,平层,塔板结合,安宁,附件无学校,99.0万,12143.0,7.0,2,2,1
SH95658,151平米,东南,低层,精装修,无 ,平层,塔板结合,城关,附件有学校,280.0万,18543.0,17.0,3,2,2
SH95659,48.82平米,南,低层,精装修,有 ,平层,板楼,安宁,附件无学校,68.6万,14052.0,6.0,1,1,1
SH95660,121.37平米,南北,高层,简装修,有 ,平层,钢混,七里河,附件有学校,159.0万,13100.0,14.0,2,2,1
SH95668,65平米,东西,高层,简装修,有 ,平层,板楼,城关,附件无学校,68.0万,10462.0,21.0,2,1,1
SH95669,102.7平米,南北,中层,精装修,有 ,平层,板楼,城关,附件有学校,135.0万,13145.0,12.0,2,2,1
SH95675,76.31平米,西南,高层,简装修,有 ,平层,板楼,城关,附件有学校,77.0万,10090.0,19.0,2,2,1
SH97780,96.81平米,南北,中层,简装修,无 ,平层,钢混,城关,附件有学校,154.8万,15990.0,24.0,2,2,1
SH95678,75平米,西南,中层,简装修,无 ,平层,塔板结合,城关,附件有学校,112.0万,14933.0,18.0,2,2,1
SH95679,120平米,南北,低层,毛坯,有 ,平层,板楼,城关,附件有学校,158.0万,13167.0,15.0,3,2,1
SH95681,148平米,南北,高层,精装修,有 ,平层,板楼,城关,附件无学校,185.0万,12500.0,5.0,4,2,2
SH95682,51平米,东西,高层,精装修,无 ,平层,板楼,安宁,附件无学校,66.0万,12941.0,24.0,2,1,1
SH97642,54.8平米,北,高层,精装修,无 ,平层,钢混,七里河,附件有学校,62.0万,11314.0,10.0,1,1,1
SH95684,48平米,北,高层,中装修,无 ,平层,钢混,城关,附件有学校,87.0万,18125.0,14.0,1,1,1
SH95694,98平米,东,低层,豪华装修,有 ,平层,砖混,城关,附件有学校,168.0万,17143.0,20.0,3,2,1
SH95695,108平米,南北,中层,简装修,有 ,平层,塔板结合,城关,附件无学校,118.0万,10926.0,16.0,2,2,1
SH95697,89.78平米,南北,高层,毛坯,有 ,平层,板楼,七里河,附件无学校,77.0万,8577.0,5.0,2,2,1
SH95698,70平米,西,中层,中装修,无 ,平层,板楼,城关,附件有学校,93.0万,13286.0,22.0,2,1,1
SH95699,95平米,南,中层,精装修,有 ,平层,板楼,安宁,附件无学校,123.0万,12947.0,8.0,2,2,1
SH95700,90平米,南北,中层,毛坯,有 ,平层,板楼,七里河,附件无学校,77.0万,8556.0,6.0,2,2,1
SH95701,70.56平米,东西,中层,简装修,有 ,平层,钢混,城关,附件有学校,62.0万,8787.0,22.0,2,2,1
SH95702,112平米,南北,中层,精装修,有 ,平层,钢混,城关,附件无学校,155.0万,13839.0,16.0,2,2,2
SH95703,122平米,南北,中层,毛坯,有 ,平层,板楼,城关,附件无学校,118.0万,9672.0,4.0,3,2,2
SH95704,97.39平米,南北,低层,中装修,有 ,平层,板楼,安宁,附件无学校,130.0万,13348.0,7.0,6,2,2
SH95705,106平米,南,高层,精装修,无 ,平层,板楼,城关,附件无学校,135.0万,12736.0,7.0,2,2,1
SH95707,76平米,东西,低层,豪华装修,无 ,平层,板楼,城关,附件有学校,85.0万,11184.0,18.0,2,1,1
SH95711,117.72平米,南北,高层,简装修,无 ,平层,板楼,七里河,附件有学校,152.0万,12912.0,9.0,3,2,1
SH97360,112.7平米,南北,低层,简装修,有 ,平层,平房,西固,附件无学校,130.0万,11535.0,11.0,2,2,1
SH95722,53平米,南北,中层,简装修,无 ,平层,板楼,城关,附件无学校,65.0万,12264.0,2.0,1,1,1
SH95723,143.37平米,南北,中层,精装修,无 ,平层,板楼,城关,附件有学校,165.0万,11509.0,19.0,4,2,2
SH95729,172平米,南北,高层,精装修,无 ,平层,板楼,城关,附件有学校,253.0万,14709.0,17.0,4,3,2
SH95734,65平米,南,高层,简装修,无 ,平层,板楼,城关,附件有学校,86.0万,13231.0,34.0,2,1,1
SH95735,87平米,南,低层,精装修,有 ,平层,板楼,安宁,附件无学校,134.9万,15506.0,7.0,2,2,1
SH95745,120平米,东南,低层,豪华装修,有 ,平层,钢混,七里河,附件有学校,226.0万,18833.0,11.0,3,2,1
SH95748,76.76平米,南北,高层,简装修,有 ,平层,板楼,城关,附件有学校,83.0万,10813.0,19.0,2,2,1
SH95750,63平米,南北,低层,精装修,无 ,平层,钢混,城关,附件有学校,76.0万,12063.0,16.0,2,1,1
SH95751,54.34平米,南,中层,精装修,有 ,平层,板楼,城关,附件无学校,65.0万,11962.0,10.0,1,1,1
SH95754,120平米,南北,高层,中装修,无 ,平层,板楼,城关,附件无学校,118.0万,9833.0,22.0,2,2,1
SH97550,70平米,西,中层,精装修,有 ,平层,板楼,城关,附件有学校,92.0万,13143.0,22.0,2,2,1
SH95756,80平米,南北,高层,精装修,无 ,平层,板楼,城关,附件无学校,78.0万,9750.0,5.0,2,2,1
SH95757,116平米,南北,低层,毛坯,有 ,平层,板楼,城关,附件无学校,150.0万,12931.0,2.0,3,2,1
SH95758,150平米,南北,高层,简装修,有 ,平层,板楼,城关,附件有学校,222.0万,14800.0,13.0,3,2,2
SH95761,126平米,南北,中层,毛坯,有 ,平层,钢混,七里河,附件无学校,170.0万,13492.0,5.0,3,2,2
SH95763,71平米,南北,高层,简装修,无 ,平层,板楼,安宁,附件无学校,75.8万,10676.0,24.0,2,1,1
SH95769,78.47平米,东北,中层,精装修,有 ,平层,板楼,七里河,附件有学校,96.2万,12259.0,18.0,2,1,1
SH95773,85.46平米,南,高层,简装修,有 ,平层,板楼,城关,附件无学校,122.0万,14276.0,32.0,2,2,1
SH95774,101.22平米,南北,高层,精装修,有 ,平层,塔楼,城关,附件无学校,118.0万,11658.0,16.0,2,2,1
SH95778,87平米,南,低层,简装修,无 ,平层,板楼,城关,附件有学校,163.0万,18736.0,14.0,2,1,1
SH95782,119.16平米,南北,高层,精装修,无 ,平层,钢混,城关,附件有学校,116.0万,9735.0,22.0,2,2,1
SH95783,105.89平米,南北,中层,简装修,有 ,平层,钢混,安宁,附件无学校,112.5万,10624.0,16.0,3,2,1
SH95784,115平米,南北,低层,精装修,有 ,平层,板楼,安宁,附件无学校,129.8万,11287.0,18.0,3,2,1
SH95785,92平米,南北,高层,精装修,无 ,平层,板楼,城关,附件无学校,88.0万,9565.0,12.0,2,2,1
SH95788,80平米,南北,低层,简装修,无 ,平层,板楼,城关,附件无学校,88.0万,11000.0,19.0,3,1,1
SH97394,86平米,西南,中层,中装修,无 ,平层,钢混,城关,附件有学校,96.0万,11163.0,18.0,2,2,1
SH95796,111平米,南北,中层,简装修,无 ,平层,钢混,城关,附件有学校,159.0万,14324.0,19.0,3,2,1
SH95800,94平米,东北,中层,毛坯,有 ,平层,板楼,城关,附件无学校,155.0万,16489.0,4.0,2,2,1
SH95804,102.1平米,东南,中层,精装修,无 ,平层,板楼,安宁,附件无学校,125.0万,12243.0,16.0,2,2,1
SH95806,60平米,南北,高层,暂无,无 ,平层,砖混,城关,附件无学校,90.8万,15133.0,18.0,2,1,1
SH95807,93平米,东北,中层,精装修,有 ,平层,钢混,城关,附件有学校,132.0万,14194.0,8.0,2,2,1
SH95808,130平米,南北,中层,精装修,有 ,平层,钢混,城关,附件有学校,156.0万,12000.0,12.0,3,2,2
SH95812,89.78平米,南北,高层,毛坯,有 ,平层,板楼,七里河,附件有学校,76.8万,8554.0,5.0,2,1,1
SH97907,95.33平米,东南,低层,精装修,有 ,平层,板楼,城关,附件无学校,138.0万,14476.0,7.0,2,2,1
SH95816,59.35平米,南北,高层,暂无,有 ,平层,板楼,城关,附件无学校,65.0万,10952.0,20.0,2,1,1
SH95817,85.41平米,东西,中层,简装修,无 ,平层,板楼,安宁,附件有学校,92.0万,10772.0,20.0,2,2,1
